id,card_no,name_cn,name_jp,craft,card_type,type,rare,from,cost,attack,life,desc_cn,desc_jp,related_card_nos,title,race,drawer,speech
1996,BP05-008,不弑的信徒,不殺の信者,Forest,Follower,絶傑・狩人,SR,BP05,2,1,3,《入场曲》查看自己的牌堆顶1张卡。从那之中，可以将1张猎人类型·卡片公开并加入手牌。,ファンファーレ自分のデッキの上1枚を見る。その中から、狩人・カード1枚を公開して手札に加えてよい。,,,,,"決して殺めることなかれ。善悪など暴威。
全てのもの、遍くものを、生かせ活かせ往かせ。"
1997,BP05-009,复仇的人偶师·诺亚,復讐の人形遣い・ノア,Forest,Follower,人形,SR,BP05,5,3,6,"《进化》《消费2》：使这张卡进化。
当『悬丝傀儡』召唤到自己的场上时，使其《攻击力》+1，并获得【疾驰】能力。
《入场曲》将2张『悬丝傀儡』卡置于EX区域。
―――――――――――――――
『悬丝傀儡』《中立职业》人偶类型·从者《消费1》《攻击力》1/《生命值》1【突进】","進化コスト2：これは進化する。
自分の場に『操り人形』が出たとき、それは攻撃力+1して、【疾走】を持つ。
ファンファーレ『操り人形』2枚をEXエリアに置く。
―――――――――――――――
『操り人形』ニュートラル人形・フォロワーコスト1攻撃力1/体力1【突進】",BP05-010 BP05-T03,,,ニジハヤシ,
1998,BP05-010,复仇的人偶师·诺亚,復讐の人形遣い・ノア,Forest,FollowerEvo,人形,SR,BP05,-1,4,7,"只要有这张卡存在，自己将『悬丝傀儡』卡使用之际，将其消费-1。
当『悬丝傀儡』召唤到自己的场上时，使其《攻击力》+1，并获得【疾驰】能力。","これがいる限り、自分が『操り人形』をプレイする際、コストを-1する。
自分の場に『操り人形』が出たとき、それは攻撃力+1して、【疾走】を持つ。",BP05-009,,,ニジハヤシ,
1999,BP05-011,不弑的刻印,不殺の刻印,Forest,Spell,絶傑・狩人,SR,BP05,2,-1,-1,选择敌方场上的1个从者。给予其X点伤害。X为「选择的从者的生命值-1」。如果自己的墓场中的猎人类型·卡片为3张及以上的话，抽取1张卡。,相手の場のフォロワー1体を選ぶ。それにXダメージ。Xは「それの体力-1」である。自分の墓場の狩人・カードが3枚以上なら、1枚引く。,,,,ねじ太,
2000,BP05-012,不弑的随从,不殺の従者,Forest,Follower,絶傑・狩人,BR,BP05,1,2,2,《入场曲》如果自己的墓场中的猎人类型·卡片为3张及以上的话，使自己的主战者《生命值》+2。,ファンファーレ自分の墓場の狩人・カードが3枚以上なら、自分のリーダーは体力+2する。,,,,根岸千秋,"決して殺めることなかれ。有象も無象も全ては現象。
在るものは、在るべきもの。生かせ活かせ往かせ。"
2001,BP05-013,机械弓兵,機構の弓兵,Forest,Follower,狩人・超克,BR,BP05,4,4,4,《入场曲》将EX区域的1张卡片消失：选择敌方场上的1个从者。给予其5点伤害。,ファンファーレEXエリアのカード1枚を消滅：相手の場のフォロワー1体を選ぶ。それに5ダメージ。,,,,宮﨑章,"其の体躯、機構にて果てを超える、故に必中。
遠く、遠く、遥か遠くの敵も――風を切り、穿つ。"
2002,BP05-014,花漾玩偶,フラワードール,Forest,Follower,人形・植物族,BR,BP05,2,2,2,"《进化》《消费1》：使这张卡进化。
《入场曲》将1张『悬丝傀儡』卡置于EX区域。
―――――――――――――――
『悬丝傀儡』《中立职业》人偶类型·从者《消费1》《攻击力》1/《生命值》1【突进】","進化コスト1：これは進化する。
ファンファーレ『操り人形』1枚をEXエリアに置く。
―――――――――――――――
『操り人形』ニュートラル人形・フォロワーコスト1攻撃力1/体力1【突進】",BP05-015 BP05-T03,,,秋津たいら,
2003,BP05-015,花漾玩偶,フラワードール,Forest,FollowerEvo,人形・植物族,BR,BP05,-1,3,3,《谢幕曲》选择自己的墓场中的人偶类型·从者卡最多1张。将其加入手牌。,ラストワード自分の墓場の人形・フォロワー1枚まで選ぶ。それを手札に加える。,BP05-014,,,秋津たいら,"「その日が来たら、私をここに埋めてくれ。
永久なる花よ、君は咲くのだ。私の亡骸の上で、ずっと」"
2004,BP05-016,机偶战士,オートマタソルジャー,Forest,Follower,人形・虫族,BR,BP05,3,3,4,"【守护】
《入场曲》将2张『悬丝傀儡』卡置于EX区域。
―――――――――――――――
『悬丝傀儡』《中立职业》人偶类型·从者《消费1》《攻击力》1/《生命值》1【突进】","【守護】
ファンファーレ『操り人形』2枚をEXエリアに置く。
―――――――――――――――
『操り人形』ニュートラル人形・フォロワーコスト1攻撃力1/体力1【突進】",BP05-T03,,,ニジハヤシ,
2005,BP05-017,六连星的刻印,むつらの刻印,Forest,Spell,絶傑・狩人,BR,BP05,1,-1,-1,"《快速》
这个回合，使自己的主战者不会受到下一次的伤害。","クイック
このターン、自分のリーダーは次のダメージを受けない。",,,,,"一本で激痛。二本で狂痛、三、四、五、六で死を超す痛み。
名を「むつらの刻印」。絶叫、悲鳴、阿鼻叫喚の奏者。"
2006,BP05-018,篡夺绝杰·欧克托莉斯,簒奪の絶傑・オクトリス,Sword,Follower,絶傑・盗賊,LG,BP05,2,2,2,"《进化》《消费2》：使这张卡进化。
《进化》《消费0》：使这张卡进化。这个能力在「如果敌方的墓场为10张及以上的话」才可使用。
《入场曲》将敌方的牌堆顶2张卡置于墓场。
《起动》《消费8》：选择敌方的墓场中的1张卡片。将其以「消费变为0」使用。 ","進化コスト2：これは進化する。
進化コスト0：これは進化する。この能力は相手の墓場が10枚以上なら使える。
ファンファーレ相手のデッキの上2枚を墓場に置く。
起動コスト8：相手の墓場のカード1枚を選ぶ。それのコストを0にしてプレイする。",BP05-019,,,liiko,
2007,BP05-019,篡夺绝杰·欧克托莉斯,簒奪の絶傑・オクトリス,Sword,FollowerEvo,絶傑・盗賊,LG,BP05,-1,4,4,"只要有这张卡存在，自己将EX区域的卡片使用之际，如果敌方的墓场为10张及以上的话，将其消费-2。
【进化时】选择敌方的墓场中的1张卡片。将其置于自己的EX区域。
《起动》《消费8》：选择敌方的墓场中的1张卡片。将其以「消费变为0」使用。","これがいる限り、自分がEXエリアのカードをプレイする際、相手の墓場が10枚以上なら、コストを-2する。
【進化時】相手の墓場のカード1枚を選ぶ。それを自分のEXエリアに置く。
起動コスト8：相手の墓場のカード1枚を選ぶ。それのコストを0にしてプレイする。",BP05-018,,,liiko,
2008,BP05-020,神伟的遗物,マグナレガシー,Sword,Follower,超克・マグナ,LG,BP05,8,8,8,《入场曲》将自己的牌堆的上半部分（小数点后进位）消失。给予敌方的全体主战者与敌方场上的全体从者各4点伤害。如果以这个能力消失的卡片为15张及以上的话，转变为各8点伤害。,ファンファーレ自分のデッキの上半分（端数切り上げ）を消滅させる。相手のリーダーすべてと相手の場のフォロワーすべてに4ダメージ。これによって消滅させたカードが15枚以上なら、代わりに8ダメージ。,,,,宮﨑章,
2009,BP05-021,篡夺的使徒,簒奪の使徒,Sword,Follower,絶傑・盗賊,GR,BP05,4,3,4,"《进化》《消费1》：使这张卡进化。
《入场曲》将敌方的牌堆顶2张卡置于墓场。那之后，如果敌方的墓场为10张及以上的话，抽取1张卡。","進化コスト1：これは進化する。
ファンファーレ相手のデッキの上2枚を墓場に置く。その後、相手の墓場が10枚以上なら、1枚引く。",BP05-022,,,萩オス,
2010,BP05-022,篡夺的使徒,簒奪の使徒,Sword,FollowerEvo,絶傑・盗賊,GR,BP05,-1,4,5,【进化时】选择敌方场上的1个从者。给予其4点伤害。,【進化時】相手の場のフォロワー1体を選ぶ。それに4ダメージ。,BP05-021,,,萩オス,"世界は潤う盗人、不合理な富豪。塵一つ残さず奪え。
――『簒奪の賊』、使徒の言葉"
2011,BP05-023,天威剑士,天威の剣士,Sword,Follower,指揮官,GR,BP05,5,5,4,当自己的结束阶段到来时，选择敌方场上的1个从者。给予其4点伤害。给予其主战者2点伤害。,自分のエンドフェイズが来たとき、相手の場のフォロワー1体を選ぶ。それに4ダメージ。それのリーダーに2ダメージ。,,,,藤木ゆう,"注いだ力で刃煌き、混沌裂いて平穏生まん。
――年月を重ねし伝承"
2012,BP05-024,逆境处理,逆境への対処,Sword,Spell,兵士,GR,BP05,2,-1,-1,"将1个『战盾卫士』与1个『骑士』召唤。如果敌方的场上有原始消费为6及以上的从者的话，使召唤的『战盾卫士』与『骑士』《攻击力》+3/《生命值》+3。将自己的PP回复2点。
―――――――――――――――
『战盾卫士』《皇家护卫职业》士兵类型·从者《消费1》《攻击力》1/《生命值》1【守护】
『骑士』《皇家护卫职业》士兵类型·从者《消费1》《攻击力》1/《生命值》1","『シールドガーディアン』1体と『ナイト』1体を出す。相手の場に元のコスト6以上のフォロワーがいるなら、その『シールドガーディアン』と『ナイト』は攻撃力+3/体力+3する。自分のPPを2回復する。
―――――――――――――――
『シールドガーディアン』ロイヤル兵士・フォロワーコスト1攻撃力1/体力1【守護】
『ナイト』ロイヤル兵士・フォロワーコスト1攻撃力1/体力1",BP05-T06 BP05-T07,,,藤木ゆう,
2013,BP05-025,篡夺的信徒,簒奪の信者,Sword,Follower,絶傑・盗賊,SR,BP05,3,3,2,"【疾驰】
【攻击时】将敌方的牌堆顶1张卡置于墓场。那之后，如果敌方的墓场为10张及以上的话，使这张卡《攻击力》+2。","【疾走】
【攻撃時】相手のデッキの上1枚を墓場に置く。その後、相手の墓場が10枚以上なら、これは攻撃力+2する。",,,,,
2014,BP05-026,狂热的机械兵,熱狂の機兵士,Sword,Follower,兵士・超克,SR,BP05,3,3,4,《入场曲》将手牌中的1张指挥官类型·卡片舍弃：从自己的牌堆之中搜寻1张指挥官类型·卡片，并加入手牌。,ファンファーレ手札の指揮官・カード1枚を捨てる：自分のデッキから指揮官・カード1枚を探し、手札に加える。,,,,,"粗悪品、廃品、世界に蔓延る凡庸な機構。
とにもかくにもブッた斬る。こちとらワンオフ、特別製。"
2015,BP05-027,机械工匠·吉诺,機構職人・ジノ,Sword,Follower,指揮官・超克,SR,BP05,2,2,2,"《进化》《消费1》：使这张卡进化。
当自己将护符卡使用时，选择自己场上的1个从者。使其《生命值》+1。","進化コスト1：これは進化する。
自分がアミュレットをプレイしたとき、自分の場のフォロワー1体を選ぶ。それは体力+1する。",BP05-028,,,hikaru,
2016,BP05-028,机械工匠·吉诺,機構職人・ジノ,Sword,FollowerEvo,指揮官・超克,SR,BP05,-1,3,3,"当自己将护符卡使用时，选择自己场上的1个从者。使其《生命值》+1。
【进化时】从自己的牌堆之中搜寻1张护符卡，并加入手牌。","自分がアミュレットをプレイしたとき、自分の場のフォロワー1体を選ぶ。それは体力+1する。
【進化時】自分のデッキからアミュレット1枚を探し、手札に加える。",BP05-027,,,hikaru,
2017,BP05-029,篡夺的随从,簒奪の従者,Sword,Follower,絶傑・盗賊,BR,BP05,1,1,2,"自己的回合中，当敌方的牌堆1张卡置于到墓场时，使这张卡《攻击力》+1。
《入场曲》将敌方的牌堆顶1张卡置于墓场。","自分のターン中、相手のデッキ1枚が墓場に置かれたとき、これは攻撃力+1する。
ファンファーレ相手のデッキの上1枚を墓場に置く。",,,,ねじ太,
